name,rating,position,overall_pace,overall_shoot,overall_passing,overall_dribbling,overall_defending,overall_physical,acceleration,sprint_speed,finishing,shot_power,long_shots,volleys,penalties,vision,crossing,free_kicks,short_passing,long_passing,curve,agility,balance,reactions,ball_controll,dribbling,composure,interceptions,heading,defensive_awareness,standing_tackle,sliding_tackle,jumping,stamina,strength,agression
Fernando Zampedri,76,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Acheampong,76,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grégoire Defrel,76,CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trincão,76,RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmanuel Dennis,76,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pere Milla,76,ST,75,76,69,77,37,62,78,73,80,77,73,62,62,66,69,58,77,60,63,77,66,76,78,79,65,32,70,40,30,28,47,75,63,45
Martin Braithwaite,76,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Olise,76,RW,80,70,76,80,50,53,82,78,70,74,68,58,67,78,75,68,76,74,76,91,87,73,79,80,72,48,36,52,56,46,51,67,41,66
Jota,76,LW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcao,76,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shon Weissman,76,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonas Wind,76,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayoze Pérez,76,RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tetê,76,RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hugo Ekitike,76,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Brooks,76,RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kodjo Fo-Doh Laba,76,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vangelis Pavlidis,76,ST,77,75,64,74,43,80,74,80,77,76,73,66,68,60,57,52,71,62,67,70,68,74,75,74,75,24,76,44,44,37,81,83,81,72
Luiz Adriano,76,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cédric Bakambu,76,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roger,76,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arnaud Kalimuendo,76,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Levi García,76,RW,87,68,70,82,33,72,88,86,70,70,70,62,45,73,70,70,70,65,79,79,80,60,85,85,62,30,61,31,30,28,84,70,80,50
Vinícius,76,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Henry,76,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oussama Idrissi,76,LW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miguel Borja,76,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roman Yaremchuk,76,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea Petagna,76,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabio Quagliarella,76,ST,61,80,74,78,30,61,53,68,77,83,81,85,85,75,66,75,77,73,78,71,76,76,81,79,76,26,68,35,21,15,67,54,71,44
Johan Gastien,76,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tommaso Pobega,76,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nadiem Amiri,76,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sofyan Amrabat,76,CDM,68,71,70,75,73,78,69,68,70,72,75,68,57,68,59,58,80,71,69,64,82,74,82,71,82,74,61,77,73,67,69,78,80,75
Mark Uth,76,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gonzalo Martínez,76,RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivan Ilić,76,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Biglia,76,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Óscar Romero,76,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Robertone,76,CAM,85,73,74,78,69,74,87,83,72,81,73,60,69,75,71,75,75,73,82,90,79,71,78,77,68,68,68,60,76,78,90,87,61,84
Iván Marcone,76,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yannick Gerhardt,76,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohamed Elneny,76,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillermo Fernández,76,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcelino Moreno,76,CAM,87,70,72,79,53,62,90,85,70,73,71,57,65,76,67,63,73,75,77,85,90,69,77,78,77,57,49,51,53,50,54,82,52,64
Lukáš Kalvach,76,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohamed Elyounoussi,76,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casper Nielsen,76,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenedy,76,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Szymon Żurkowski,76,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristijan Jakić,76,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thiago Almada,76,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arne Maier,76,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hidemasa Morita,76,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Mooy,76,CM,62,72,78,74,69,75,67,57,68,76,78,66,73,79,77,72,80,80,73,68,77,72,77,73,80,70,50,72,72,69,72,78,74,75
Roland Sallai,76,RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pape Gueye,76,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grischa Prömel,76,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gustavo Cuéllar,76,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheick Doucouré,76,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andreas Pereira,76,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andreas Skov Olsen,76,RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martín Ojeda,76,RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Nørgaard,76,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xherdan Shaqiri,76,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbelín Pineda,76,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diadié Samassékou,76,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Ramsey,76,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen Eustáquio,76,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jasmin Kurtić,76,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ladislav Krejčí,76,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roque Mesa,76,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roberto Torres,76,RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naïm Sliti,76,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bertrand Traoré,76,RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hicham Boudaoui,76,RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curtis Jones,76,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruben Loftus-Cheek,76,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andros Townsend,76,RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keidi Bare,76,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexis Mac Allister,76,CAM,69,77,78,75,56,62,73,66,77,76,80,73,77,77,79,81,77,76,83,71,72,74,78,75,74,45,61,65,54,51,64,68,63,51
Manor Solomon,76,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magomed Ozdoev,76,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Wimmer,76,RM,85,66,69,77,48,73,85,85,65,75,65,48,52,71,69,50,75,63,54,82,76,74,74,80,68,46,44,53,46,45,75,83,72,60
Baptiste Santamaria,76,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matheus Pereira,76,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boubakary Soumaré,76,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxi Moralez,76,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enock Mwepu,76,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danilo Cataldi,76,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shoya Nakajima,76,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ross Barkley,76,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Álvaro García,76,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evander,76,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renato Steffen,76,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gonzalo Escalante,76,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radja Nainggolan,76,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harry Winks,76,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mikkel Damsgaard,76,LM,84,68,71,81,48,62,90,79,70,71,72,48,47,76,63,82,73,70,66,91,87,68,80,82,74,45,51,52,46,40,72,71,56,64
Harry Wilson,76,RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florent Mollet,76,RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc Roca,76,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thiago Mendes,76,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeffrey Schlupp,76,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mattias Svanberg,76,CM,77,68,75,77,63,69,74,79,64,73,77,53,57,77,68,63,79,77,66,77,67,73,79,78,73,71,32,62,69,62,63,77,68,65
Mohammed Kudus,76,CAM,88,71,70,80,59,74,89,88,72,75,67,68,64,75,59,48,75,73,64,85,92,70,80,80,74,59,52,60,66,46,77,77,75,68
Morgan Sanson,76,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Jae Sung,76,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolás Domínguez,76,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roberto Gagliardini,76,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Youcef Belaïli,76,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier Mercier,76,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luciano Acosta,76,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonny Vilhena,76,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniele Rugani,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauricio Isla,76,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghislain Konan,76,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mattia De Sciglio,76,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rayan Aït Nouri,76,LWB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fali,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liam Cooper,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Justin,76,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Bailly,76,CB,70,42,56,66,76,74,65,74,33,55,48,42,46,53,49,43,66,56,46,61,60,73,64,67,76,77,75,74,76,78,83,45,83,85
Kevin Vogt,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric García,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nahuel Tenaglia,76,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricardo Esgaio,76,RWB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birger Meling,76,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diego Rico,76,LB,72,55,73,70,74,75,69,74,40,76,68,53,43,69,75,76,76,66,74,63,69,72,74,69,68,78,67,74,75,73,75,68,78,74
Robin Knoche,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luan Peres,76,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diego Llorente,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaidu Sanusi,76,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Przemysław Frankowski,76,LWB,92,70,72,74,65,72,93,92,71,72,70,75,54,69,77,53,75,71,71,74,75,74,74,75,72,65,56,64,68,65,74,81,69,66
Catena,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pascal Struijk,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rubén Duarte,76,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attila Szalai,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerzino Nyamsi,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omar Alderete,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Martínez Quarta,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilfried Singo,76,RWB,79,57,67,74,72,74,78,80,55,72,51,50,46,55,78,40,74,63,67,79,60,70,72,78,58,68,80,69,74,72,75,78,76,64
Domagoj Vida,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauro Júnior,76,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jérôme Roussillon,76,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Léo Dubois,76,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walker Zimmerman,76,CB,57,50,55,56,74,84,50,62,52,57,40,49,56,44,39,38,69,68,33,49,51,77,64,48,75,72,78,75,76,68,85,79,87,83
Ahmed Hegazi,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivian,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koray Günter,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrick Mitchell,76,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trevoh Chalobah,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dedryck Boyata,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Castello Lukeba,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reece Oxford,76,CB,68,33,54,62,77,75,66,69,23,49,37,36,48,55,34,36,67,58,44,62,53,77,63,59,67,78,75,77,80,72,84,65,81,72
Aridane,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thilo Kehrer,76,CB,75,44,65,66,76,78,72,77,37,65,40,32,41,59,64,38,73,66,54,67,64,73,66,64,69,76,73,75,78,79,86,73,80,78
Luca Pellegrini,76,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lorenzo De Silvestri,76,RWB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sverrir Ingi Ingason,76,CB,61,53,58,58,78,77,62,61,48,64,59,30,50,55,45,46,69,60,48,58,58,74,69,47,69,80,75,80,75,75,80,75,78,75
Adrià Pedrosa,76,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Víctor Díaz,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timo Hübers,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wesley Hoedt,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabrizio Angileri,76,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Webster,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick van Aanholt,76,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eugenio Mena,76,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaume Costa,76,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zeki Çelik,76,RWB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jorge Sánchez,76,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitaliy Mykolenko,76,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremiah St. Juste,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Jesus,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunis Abdelhamid,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaldúa,76,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Fabra,76,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Amartey,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ömer Toprak,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facundo Medina,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joakim Mæhle,76,RWB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mamadou Sakho,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romain Perraud,76,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paulo Otávio,76,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timo Baumgartl,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Advíncula,76,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Óscar Gil,76,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequeira,76,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luís Neto,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Igor,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Youssouf Sabaly,76,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
André Ramalho,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robin Koch,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edgar,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan Bednarek,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolò Casale,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Mechele,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Neva,76,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
João Victor,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erik Sviatchenko,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thierry Correia,76,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Séamus Coleman,76,RB,65,65,72,76,77,70,66,64,61,74,66,64,55,70,75,53,77,69,65,70,74,76,75,77,82,77,65,76,80,79,71,65,68,80
David Carmo,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeimar Gómez Andrade,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miranda,76,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonardo Sigali,76,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Djordje Mihailovic,75,CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bram Nuytinck,75,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maximilian Wöber,75,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lallianzuala Chhangte,75,RW,96,65,67,76,40,70,98,94,62,72,61,64,59,73,68,57,67,61,66,99,99,62,66,75,65,36,44,43,36,42,83,96,60,62
Emmanuel Latte Lath,75,ST,86,75,69,78,48,67,91,83,80,77,64,68,77,67,71,59,73,62,64,81,77,64,79,79,68,33,83,35,55,60,55,67,76,48
Fernán Faerron,75,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garang Kuol,75,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eoin Doyle,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dimitri Petratos,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danylo Sikan,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jevani Brown,75,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Hauche,75,RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Buksa,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myron Boadu,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabio Borini,75,LW,73,74,72,76,45,68,76,70,73,76,72,75,78,72,74,61,76,62,72,78,67,77,76,77,76,30,74,68,30,26,71,69,65,72
Wahbi Khazri,75,CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toni Martínez,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danny Welbeck,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taxiarchis Fountas,75,CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Ayew,75,RW,74,73,69,77,55,73,74,74,72,75,71,71,73,72,72,67,73,54,73,78,73,75,77,78,69,50,73,51,58,47,71,74,72,74
Romell Quioto,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Islam Slimani,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Júnior,75,RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Janson,75,LW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bafétimbi Gomis,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven Zuber,75,LW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niclas Füllkrug,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Borja Bastón,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georginio Rutter,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mata,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santiago Giménez,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Berg,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andreas Cornelius,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon Banza,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manolo Gabbiadini,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruno Petković,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Martín Lucero,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamie Maclaren,75,ST,81,75,64,73,39,76,83,80,78,74,68,65,73,66,57,67,70,56,71,85,81,75,70,70,76,40,73,30,37,31,91,87,71,71
Armando Broja,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohamed Bayo,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samu Sáiz,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brennan Johnson,75,RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryan Mbeumo,75,RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marko Pjaca,75,CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Théo Bongonda,75,LW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alberth Elis,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noah Okafor,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Frey,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facundo Farías,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kike García,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teemu Pukki,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnny Russell,75,RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominic Solanke,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiago Tomás,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vedat Muriqi,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Strefezza,75,RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Brereton Díaz,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Lozano,75,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
José Pedro Fuenzalida,75,RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jérémy Doku,75,RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
