name,rating,position,overall_pace,overall_shoot,overall_passing,overall_dribbling,overall_defending,overall_physical,acceleration,sprint_speed,finishing,shot_power,long_shots,volleys,penalties,vision,crossing,free_kicks,short_passing,long_passing,curve,agility,balance,reactions,ball_controll,dribbling,composure,interceptions,heading,standing_tackle,sliding_tackle,jumping,stamina,strength,agression
Gabriel Martinelli,78.0,LM,87.0,71.0,68.0,80.0,45.0,68.0,88.0,86.0,76.0,70.0,65.0,61.0,60.0,74.0,73.0,49.0,71.0,50.0,72.0,82.0,79.0,77.0,79.0,82.0,75.0,37.0,72.0,44.0,43.0,55.0,78.0,61.0,77.0
Sebastian Rode,78.0,CDM,59.0,65.0,72.0,74.0,77.0,74.0,69.0,50.0,61.0,73.0,68.0,55.0,51.0,72.0,67.0,52.0,78.0,76.0,56.0,67.0,74.0,77.0,78.0,72.0,80.0,80.0,64.0,78.0,77.0,76.0,69.0,72.0,84.0
Romarinho,78.0,CF,86.0,76.0,71.0,80.0,30.0,66.0,86.0,86.0,79.0,74.0,69.0,69.0,81.0,70.0,69.0,71.0,74.0,67.0,70.0,88.0,85.0,78.0,78.0,80.0,77.0,28.0,66.0,22.0,23.0,71.0,91.0,65.0,38.0
Jonathan Ikoné,78.0,RW,89.0,69.0,73.0,83.0,35.0,60.0,90.0,89.0,68.0,75.0,68.0,59.0,70.0,78.0,73.0,72.0,73.0,64.0,78.0,92.0,82.0,75.0,79.0,85.0,78.0,34.0,39.0,36.0,36.0,34.0,72.0,55.0,65.0
Moise Kean,78.0,ST,85.0,76.0,57.0,77.0,40.0,75.0,84.0,85.0,79.0,84.0,66.0,71.0,65.0,58.0,48.0,44.0,68.0,46.0,67.0,76.0,79.0,74.0,76.0,79.0,72.0,31.0,76.0,36.0,30.0,76.0,70.0,85.0,57.0
Diogo Dalot,78.0,RB,79.0,60.0,73.0,78.0,73.0,77.0,79.0,79.0,52.0,78.0,64.0,44.0,43.0,70.0,77.0,44.0,78.0,68.0,80.0,77.0,71.0,75.0,77.0,81.0,75.0,74.0,70.0,76.0,75.0,85.0,78.0,75.0,80.0
Clément Lenglet,78.0,CB,68.0,45.0,69.0,64.0,77.0,76.0,68.0,68.0,39.0,58.0,46.0,37.0,49.0,66.0,55.0,31.0,83.0,75.0,59.0,61.0,58.0,77.0,72.0,57.0,79.0,78.0,77.0,75.0,72.0,83.0,71.0,79.0,75.0
Odion Ighalo,78.0,ST,69.0,79.0,65.0,73.0,43.0,83.0,67.0,71.0,81.0,81.0,73.0,76.0,73.0,65.0,66.0,55.0,70.0,55.0,64.0,65.0,72.0,76.0,76.0,73.0,74.0,32.0,81.0,45.0,41.0,76.0,86.0,85.0,74.0
Jesse Lingard,78.0,CAM,75.0,77.0,73.0,79.0,57.0,65.0,77.0,74.0,76.0,78.0,79.0,76.0,70.0,78.0,70.0,64.0,77.0,62.0,79.0,78.0,84.0,78.0,78.0,80.0,77.0,51.0,63.0,57.0,49.0,65.0,74.0,58.0,72.0
Hamed Junior Traorè,78.0,LM,82.0,70.0,72.0,81.0,59.0,62.0,85.0,79.0,71.0,74.0,67.0,66.0,64.0,75.0,70.0,67.0,74.0,70.0,70.0,84.0,73.0,76.0,81.0,84.0,67.0,50.0,64.0,60.0,61.0,74.0,67.0,60.0,59.0
Rafael Alcântara,78.0,CM,66.0,73.0,79.0,84.0,69.0,62.0,72.0,61.0,68.0,80.0,76.0,75.0,67.0,82.0,74.0,61.0,82.0,80.0,80.0,83.0,81.0,76.0,84.0,85.0,82.0,68.0,55.0,74.0,69.0,74.0,53.0,63.0,70.0
Pedraza,78.0,LB,81.0,72.0,72.0,76.0,74.0,75.0,79.0,82.0,72.0,78.0,69.0,63.0,64.0,69.0,76.0,57.0,74.0,68.0,74.0,76.0,68.0,75.0,76.0,77.0,66.0,72.0,67.0,77.0,75.0,69.0,82.0,75.0,69.0
Exequiel Palacios,78.0,CDM,66.0,73.0,76.0,78.0,74.0,72.0,74.0,60.0,70.0,81.0,76.0,63.0,63.0,78.0,67.0,51.0,82.0,80.0,68.0,78.0,79.0,70.0,79.0,78.0,78.0,80.0,59.0,75.0,76.0,70.0,83.0,65.0,78.0
Nuno Santos,78.0,LW,81.0,76.0,75.0,80.0,58.0,68.0,83.0,80.0,72.0,86.0,76.0,84.0,71.0,74.0,79.0,72.0,74.0,71.0,79.0,81.0,72.0,79.0,80.0,81.0,75.0,70.0,59.0,51.0,45.0,57.0,80.0,60.0,74.0
Brahim,78.0,CAM,78.0,69.0,76.0,82.0,30.0,50.0,81.0,75.0,69.0,70.0,71.0,55.0,58.0,78.0,66.0,61.0,83.0,74.0,74.0,89.0,91.0,72.0,83.0,82.0,72.0,30.0,30.0,23.0,21.0,66.0,65.0,44.0,41.0
Joseph Aidoo,78.0,CB,75.0,27.0,48.0,50.0,76.0,88.0,69.0,79.0,18.0,50.0,23.0,21.0,31.0,23.0,34.0,28.0,75.0,50.0,24.0,67.0,68.0,65.0,60.0,35.0,63.0,79.0,79.0,78.0,77.0,86.0,81.0,91.0,88.0
Piero Hincapié,78.0,LB,83.0,39.0,64.0,71.0,78.0,74.0,79.0,86.0,40.0,50.0,27.0,29.0,33.0,53.0,55.0,32.0,78.0,74.0,56.0,73.0,65.0,74.0,73.0,70.0,76.0,77.0,76.0,79.0,84.0,80.0,74.0,74.0,71.0
Alexey Miranchuk,78.0,CAM,75.0,70.0,76.0,80.0,31.0,61.0,74.0,76.0,71.0,65.0,73.0,67.0,67.0,79.0,72.0,75.0,78.0,75.0,74.0,80.0,78.0,76.0,80.0,80.0,76.0,36.0,57.0,28.0,29.0,58.0,68.0,64.0,43.0
Dante,78.0,CB,32.0,52.0,68.0,66.0,79.0,78.0,32.0,32.0,47.0,62.0,53.0,48.0,60.0,64.0,58.0,55.0,77.0,77.0,51.0,43.0,59.0,75.0,77.0,61.0,79.0,79.0,78.0,79.0,76.0,65.0,68.0,85.0,76.0
Sebastián Driussi,78.0,CAM,81.0,78.0,73.0,76.0,26.0,69.0,84.0,79.0,76.0,82.0,83.0,71.0,69.0,77.0,64.0,70.0,81.0,72.0,52.0,83.0,71.0,74.0,78.0,75.0,66.0,21.0,71.0,23.0,16.0,67.0,80.0,72.0,49.0
Jonas Hector,78.0,LB,63.0,60.0,76.0,75.0,78.0,75.0,65.0,61.0,55.0,69.0,61.0,51.0,65.0,74.0,78.0,65.0,79.0,76.0,65.0,68.0,68.0,81.0,77.0,74.0,81.0,78.0,68.0,78.0,77.0,80.0,78.0,74.0,74.0
Randal Kolo Muani,78.0,ST,84.0,72.0,63.0,80.0,38.0,62.0,88.0,81.0,78.0,72.0,63.0,64.0,63.0,62.0,43.0,54.0,76.0,61.0,68.0,81.0,51.0,74.0,81.0,84.0,77.0,38.0,77.0,32.0,31.0,82.0,66.0,69.0,32.0
Borna Sosa,78.0,LB,79.0,53.0,77.0,78.0,72.0,70.0,78.0,79.0,41.0,70.0,65.0,44.0,31.0,78.0,88.0,55.0,74.0,72.0,79.0,73.0,68.0,79.0,79.0,79.0,75.0,71.0,64.0,76.0,69.0,67.0,78.0,68.0,65.0
Willian José,78.0,ST,62.0,79.0,66.0,74.0,40.0,80.0,59.0,64.0,80.0,83.0,74.0,73.0,76.0,76.0,54.0,60.0,75.0,50.0,68.0,65.0,35.0,78.0,79.0,76.0,77.0,35.0,80.0,32.0,30.0,79.0,65.0,89.0,75.0
Emiliano Rigoni,78.0,RM,83.0,73.0,74.0,78.0,46.0,60.0,82.0,84.0,74.0,71.0,76.0,71.0,60.0,73.0,78.0,78.0,74.0,69.0,78.0,79.0,66.0,73.0,79.0,80.0,77.0,33.0,65.0,41.0,55.0,57.0,68.0,58.0,54.0
Lucas Pérez,78.0,ST,78.0,80.0,76.0,77.0,30.0,66.0,77.0,78.0,79.0,81.0,80.0,79.0,82.0,79.0,74.0,77.0,78.0,69.0,82.0,71.0,68.0,80.0,78.0,78.0,76.0,38.0,68.0,20.0,24.0,65.0,64.0,67.0,67.0
Paulinho,78.0,ST,67.0,77.0,65.0,75.0,43.0,81.0,66.0,67.0,80.0,80.0,69.0,77.0,68.0,73.0,66.0,44.0,69.0,45.0,80.0,66.0,71.0,80.0,79.0,74.0,78.0,39.0,81.0,37.0,29.0,81.0,83.0,82.0,76.0
Mario Gaspar,78.0,RB,72.0,69.0,72.0,72.0,77.0,76.0,69.0,74.0,68.0,78.0,69.0,74.0,50.0,62.0,78.0,54.0,77.0,69.0,71.0,66.0,55.0,74.0,74.0,73.0,69.0,75.0,70.0,80.0,81.0,72.0,74.0,75.0,80.0
Dennis Praet,78.0,CAM,66.0,72.0,78.0,79.0,63.0,66.0,68.0,65.0,70.0,76.0,78.0,70.0,56.0,79.0,74.0,67.0,82.0,78.0,75.0,72.0,67.0,77.0,80.0,81.0,79.0,64.0,62.0,67.0,60.0,61.0,74.0,62.0,66.0
Aïssa Mandi,78.0,CB,62.0,46.0,72.0,69.0,79.0,73.0,65.0,60.0,41.0,52.0,49.0,49.0,35.0,71.0,69.0,49.0,76.0,75.0,67.0,70.0,64.0,77.0,76.0,64.0,76.0,77.0,81.0,81.0,80.0,80.0,61.0,77.0,76.0
Nikola Vlašić,78.0,LM,79.0,76.0,75.0,81.0,47.0,69.0,78.0,79.0,74.0,80.0,81.0,71.0,66.0,77.0,71.0,72.0,78.0,74.0,70.0,78.0,88.0,76.0,80.0,82.0,77.0,26.0,65.0,52.0,37.0,55.0,69.0,70.0,68.0
Pablo Rosario,78.0,CDM,64.0,64.0,71.0,75.0,76.0,79.0,61.0,67.0,59.0,76.0,65.0,57.0,58.0,75.0,59.0,54.0,78.0,76.0,59.0,68.0,65.0,76.0,78.0,75.0,76.0,76.0,69.0,77.0,72.0,75.0,79.0,81.0,73.0
Joël Veltman,78.0,CB,64.0,49.0,67.0,70.0,79.0,76.0,63.0,64.0,50.0,60.0,41.0,38.0,42.0,55.0,72.0,34.0,74.0,73.0,51.0,66.0,66.0,79.0,72.0,67.0,79.0,79.0,74.0,81.0,78.0,78.0,75.0,73.0,82.0
Alfonso Espino,78.0,LB,87.0,63.0,68.0,73.0,74.0,82.0,88.0,86.0,60.0,80.0,55.0,50.0,51.0,60.0,77.0,57.0,67.0,70.0,69.0,74.0,77.0,66.0,69.0,76.0,69.0,76.0,62.0,78.0,76.0,66.0,90.0,79.0,81.0
Thomas Meunier,78.0,RB,73.0,74.0,74.0,72.0,74.0,81.0,67.0,78.0,70.0,80.0,77.0,77.0,65.0,73.0,82.0,56.0,73.0,72.0,76.0,62.0,47.0,73.0,73.0,75.0,74.0,74.0,80.0,74.0,79.0,74.0,83.0,84.0,75.0
Alexander Bah,78.0,RB,92.0,64.0,68.0,73.0,72.0,81.0,90.0,93.0,59.0,78.0,65.0,54.0,51.0,69.0,75.0,64.0,68.0,62.0,59.0,77.0,70.0,75.0,72.0,74.0,68.0,73.0,71.0,74.0,72.0,73.0,86.0,78.0,83.0
Moussa Niakhaté,78.0,CB,79.0,42.0,65.0,67.0,79.0,78.0,69.0,87.0,37.0,49.0,38.0,39.0,74.0,58.0,66.0,36.0,73.0,70.0,41.0,66.0,52.0,77.0,65.0,69.0,73.0,79.0,81.0,81.0,75.0,77.0,69.0,83.0,79.0
Campaña,78.0,CM,65.0,72.0,81.0,78.0,70.0,71.0,68.0,62.0,70.0,76.0,73.0,66.0,69.0,82.0,79.0,78.0,81.0,80.0,85.0,73.0,78.0,76.0,81.0,78.0,81.0,71.0,64.0,71.0,61.0,60.0,80.0,70.0,63.0
Fredrik Aursnes,78.0,CDM,73.0,65.0,76.0,78.0,74.0,76.0,69.0,76.0,64.0,68.0,66.0,54.0,66.0,75.0,74.0,63.0,81.0,77.0,72.0,82.0,77.0,73.0,79.0,76.0,80.0,75.0,65.0,75.0,73.0,76.0,91.0,71.0,71.0
James Tavernier,78.0,RB,83.0,73.0,77.0,75.0,72.0,80.0,79.0,86.0,69.0,77.0,75.0,70.0,83.0,76.0,80.0,77.0,74.0,78.0,80.0,77.0,81.0,73.0,74.0,75.0,77.0,71.0,67.0,74.0,73.0,75.0,87.0,78.0,76.0
Pierre Kalulu,78.0,CB,80.0,50.0,68.0,69.0,79.0,75.0,77.0,83.0,43.0,66.0,51.0,44.0,49.0,59.0,70.0,44.0,78.0,65.0,65.0,69.0,69.0,77.0,74.0,64.0,77.0,77.0,75.0,82.0,78.0,76.0,72.0,75.0,77.0
Gerson,78.0,CM,69.0,69.0,78.0,78.0,76.0,79.0,67.0,71.0,69.0,74.0,65.0,56.0,68.0,76.0,77.0,60.0,82.0,77.0,78.0,78.0,79.0,76.0,79.0,76.0,83.0,81.0,58.0,80.0,77.0,66.0,80.0,78.0,81.0
Maxwel Cornet,78.0,LM,87.0,76.0,71.0,77.0,67.0,77.0,86.0,87.0,75.0,81.0,77.0,72.0,64.0,70.0,73.0,69.0,74.0,62.0,71.0,82.0,78.0,71.0,76.0,79.0,67.0,66.0,70.0,70.0,66.0,77.0,89.0,72.0,72.0
Nicolás De la Cruz,78.0,CM,85.0,76.0,78.0,82.0,70.0,69.0,87.0,83.0,74.0,81.0,78.0,72.0,69.0,82.0,74.0,74.0,79.0,74.0,84.0,92.0,85.0,78.0,78.0,82.0,80.0,99.0,99.0,99.0,99.0,77.0,86.0,52.0,86.0
Jorge Molina,78.0,ST,33.0,83.0,67.0,68.0,41.0,70.0,31.0,34.0,84.0,87.0,77.0,81.0,79.0,72.0,52.0,59.0,78.0,57.0,62.0,31.0,30.0,84.0,78.0,71.0,79.0,41.0,80.0,32.0,19.0,42.0,31.0,89.0,77.0
Lucas Alario,78.0,ST,66.0,78.0,58.0,74.0,30.0,75.0,66.0,66.0,83.0,79.0,66.0,80.0,76.0,65.0,48.0,44.0,69.0,47.0,49.0,68.0,72.0,77.0,74.0,74.0,76.0,22.0,85.0,27.0,20.0,87.0,68.0,78.0,72.0
Evanilson,78.0,ST,74.0,76.0,63.0,76.0,25.0,72.0,75.0,73.0,79.0,75.0,70.0,76.0,69.0,67.0,43.0,46.0,74.0,62.0,67.0,66.0,68.0,78.0,78.0,77.0,74.0,16.0,75.0,20.0,19.0,64.0,76.0,81.0,45.0
Saïd Benrahma,78.0,LM,75.0,73.0,75.0,81.0,40.0,56.0,79.0,72.0,72.0,75.0,74.0,64.0,69.0,78.0,74.0,69.0,77.0,68.0,73.0,85.0,80.0,75.0,81.0,82.0,74.0,40.0,47.0,35.0,36.0,60.0,70.0,50.0,52.0
Marcus Edwards,78.0,RW,85.0,71.0,70.0,84.0,33.0,48.0,88.0,82.0,70.0,70.0,75.0,69.0,58.0,73.0,69.0,60.0,73.0,60.0,76.0,92.0,92.0,78.0,81.0,84.0,78.0,30.0,37.0,32.0,24.0,45.0,71.0,38.0,43.0
Caio Henrique,78.0,LB,75.0,57.0,77.0,78.0,73.0,62.0,79.0,72.0,54.0,60.0,60.0,52.0,48.0,77.0,81.0,70.0,78.0,70.0,80.0,73.0,74.0,78.0,81.0,78.0,80.0,74.0,62.0,76.0,74.0,69.0,78.0,51.0,69.0
Sasa Kalajdzic,78.0,ST,63.0,75.0,68.0,73.0,46.0,70.0,64.0,62.0,82.0,74.0,62.0,73.0,57.0,75.0,59.0,47.0,77.0,64.0,50.0,63.0,53.0,78.0,78.0,74.0,74.0,34.0,87.0,46.0,47.0,54.0,67.0,83.0,44.0
Gilberto,78.0,RB,79.0,58.0,70.0,73.0,74.0,79.0,80.0,78.0,52.0,76.0,56.0,38.0,51.0,68.0,75.0,65.0,72.0,64.0,67.0,72.0,74.0,77.0,74.0,72.0,75.0,75.0,64.0,78.0,77.0,62.0,87.0,75.0,84.0
Gianluca Caprari,78.0,CF,85.0,73.0,76.0,83.0,33.0,55.0,89.0,81.0,74.0,75.0,73.0,66.0,61.0,77.0,74.0,75.0,78.0,73.0,78.0,91.0,89.0,75.0,81.0,83.0,71.0,35.0,50.0,28.0,29.0,48.0,73.0,54.0,39.0
Mohamed Simakan,78.0,CB,71.0,39.0,62.0,64.0,80.0,79.0,70.0,71.0,33.0,61.0,29.0,28.0,47.0,63.0,54.0,32.0,70.0,69.0,49.0,59.0,61.0,76.0,66.0,62.0,74.0,81.0,77.0,87.0,76.0,71.0,74.0,82.0,79.0
Jean-Clair Todibo,78.0,CB,75.0,44.0,63.0,65.0,79.0,76.0,68.0,81.0,40.0,57.0,41.0,35.0,52.0,56.0,49.0,41.0,77.0,69.0,47.0,51.0,55.0,73.0,72.0,63.0,76.0,78.0,79.0,80.0,76.0,76.0,70.0,81.0,72.0
Lukas Nmecha,78.0,ST,82.0,77.0,66.0,77.0,40.0,77.0,78.0,86.0,79.0,80.0,71.0,71.0,81.0,68.0,58.0,48.0,76.0,59.0,61.0,73.0,65.0,77.0,80.0,77.0,71.0,37.0,74.0,33.0,27.0,79.0,78.0,79.0,71.0
Marco Davide Faraoni,78.0,RWB,78.0,73.0,74.0,76.0,72.0,76.0,79.0,78.0,68.0,79.0,75.0,81.0,66.0,70.0,78.0,68.0,76.0,72.0,77.0,71.0,79.0,76.0,78.0,75.0,73.0,72.0,72.0,72.0,73.0,73.0,86.0,71.0,77.0
Patrick Bamford,78.0,ST,82.0,78.0,68.0,73.0,42.0,77.0,75.0,87.0,82.0,80.0,69.0,69.0,74.0,74.0,59.0,59.0,73.0,63.0,68.0,67.0,66.0,80.0,78.0,70.0,77.0,47.0,75.0,27.0,20.0,68.0,89.0,76.0,65.0
Junior Messias,78.0,RW,84.0,73.0,73.0,81.0,49.0,60.0,85.0,84.0,75.0,72.0,74.0,68.0,62.0,74.0,69.0,71.0,77.0,71.0,74.0,81.0,74.0,72.0,81.0,84.0,65.0,46.0,61.0,51.0,46.0,53.0,70.0,58.0,55.0
Sidnei,78.0,CB,68.0,56.0,63.0,64.0,76.0,82.0,67.0,69.0,53.0,74.0,53.0,33.0,58.0,50.0,59.0,39.0,78.0,68.0,36.0,46.0,33.0,75.0,74.0,62.0,71.0,77.0,77.0,78.0,75.0,81.0,64.0,93.0,77.0
Amadou Haidara,78.0,CM,70.0,72.0,76.0,80.0,68.0,70.0,74.0,66.0,69.0,77.0,77.0,61.0,62.0,77.0,74.0,62.0,80.0,75.0,75.0,78.0,76.0,78.0,81.0,81.0,76.0,76.0,50.0,69.0,62.0,76.0,81.0,65.0,69.0
Danilo D'Ambrosio,78.0,CB,68.0,56.0,67.0,71.0,79.0,75.0,68.0,68.0,48.0,66.0,58.0,57.0,60.0,58.0,73.0,62.0,71.0,67.0,63.0,67.0,72.0,78.0,69.0,71.0,73.0,77.0,83.0,80.0,79.0,83.0,66.0,78.0,78.0
Noa Lang,78.0,LW,86.0,73.0,72.0,83.0,50.0,67.0,90.0,82.0,74.0,72.0,69.0,80.0,71.0,75.0,66.0,57.0,77.0,67.0,69.0,86.0,87.0,79.0,81.0,84.0,82.0,57.0,48.0,51.0,43.0,67.0,74.0,63.0,70.0
Nathan Aké,78.0,CB,76.0,53.0,70.0,70.0,79.0,75.0,80.0,72.0,48.0,63.0,56.0,52.0,53.0,66.0,63.0,59.0,77.0,72.0,62.0,67.0,68.0,76.0,74.0,67.0,76.0,80.0,76.0,81.0,79.0,89.0,71.0,76.0,72.0
Tomáš Holeš,78.0,CDM,77.0,70.0,70.0,73.0,77.0,82.0,78.0,77.0,68.0,74.0,75.0,67.0,54.0,68.0,67.0,55.0,75.0,74.0,63.0,73.0,81.0,75.0,74.0,71.0,74.0,77.0,77.0,79.0,77.0,82.0,85.0,79.0,85.0
Alexis Saelemaekers,78.0,RW,81.0,67.0,76.0,81.0,64.0,68.0,82.0,80.0,68.0,64.0,72.0,65.0,44.0,71.0,80.0,67.0,79.0,72.0,76.0,87.0,77.0,76.0,81.0,81.0,74.0,65.0,45.0,66.0,61.0,77.0,83.0,59.0,68.0
Charles De Ketelaere,78.0,ST,75.0,76.0,76.0,81.0,57.0,73.0,73.0,77.0,78.0,77.0,74.0,76.0,67.0,79.0,74.0,72.0,77.0,77.0,73.0,78.0,64.0,76.0,83.0,83.0,79.0,61.0,75.0,61.0,57.0,69.0,83.0,75.0,57.0
Enzo Fernández,78.0,CM,74.0,71.0,76.0,78.0,72.0,80.0,77.0,72.0,64.0,83.0,73.0,70.0,74.0,80.0,66.0,69.0,80.0,75.0,74.0,76.0,77.0,77.0,80.0,77.0,80.0,70.0,66.0,75.0,74.0,70.0,83.0,79.0,82.0
Zubeldia,78.0,CB,65.0,63.0,75.0,70.0,78.0,79.0,56.0,72.0,62.0,75.0,60.0,47.0,51.0,72.0,65.0,65.0,82.0,77.0,73.0,69.0,74.0,80.0,73.0,67.0,73.0,81.0,72.0,78.0,75.0,79.0,81.0,76.0,86.0
Julián Álvarez,78.0,ST,76.0,80.0,76.0,83.0,55.0,75.0,80.0,73.0,80.0,84.0,80.0,75.0,73.0,81.0,75.0,74.0,73.0,74.0,80.0,87.0,87.0,78.0,83.0,82.0,82.0,46.0,68.0,53.0,46.0,69.0,81.0,70.0,83.0
Mesut Özil,78.0,CAM,69.0,70.0,83.0,79.0,24.0,46.0,70.0,68.0,70.0,68.0,66.0,77.0,79.0,82.0,82.0,75.0,85.0,80.0,84.0,75.0,74.0,65.0,82.0,79.0,85.0,24.0,51.0,16.0,19.0,33.0,50.0,46.0,44.0
Craig Dawson,78.0,CB,49.0,47.0,59.0,55.0,79.0,77.0,46.0,52.0,49.0,57.0,30.0,29.0,66.0,51.0,65.0,24.0,66.0,62.0,45.0,50.0,50.0,76.0,63.0,48.0,69.0,80.0,84.0,78.0,79.0,84.0,67.0,80.0,79.0
Kyle Walker-Peters,78.0,RB,76.0,43.0,68.0,76.0,74.0,71.0,77.0,76.0,41.0,45.0,45.0,30.0,32.0,64.0,78.0,31.0,73.0,62.0,56.0,74.0,80.0,75.0,78.0,76.0,73.0,72.0,65.0,79.0,75.0,75.0,85.0,64.0,70.0
Philipp Lienhart,78.0,CB,70.0,28.0,56.0,62.0,80.0,74.0,63.0,75.0,24.0,29.0,34.0,21.0,41.0,53.0,41.0,40.0,71.0,62.0,28.0,64.0,62.0,77.0,62.0,59.0,75.0,78.0,82.0,81.0,79.0,69.0,67.0,78.0,76.0
Frédéric Guilbert,78.0,RWB,74.0,49.0,69.0,72.0,75.0,78.0,76.0,73.0,40.0,68.0,49.0,32.0,44.0,63.0,77.0,42.0,75.0,67.0,58.0,67.0,74.0,74.0,74.0,72.0,74.0,76.0,72.0,77.0,76.0,81.0,80.0,77.0,78.0
Christoph Baumgartner,78.0,CAM,75.0,72.0,73.0,80.0,44.0,56.0,82.0,70.0,76.0,73.0,64.0,74.0,65.0,78.0,62.0,52.0,79.0,75.0,65.0,81.0,79.0,77.0,79.0,82.0,75.0,34.0,65.0,54.0,49.0,63.0,67.0,49.0,60.0
Daniel Podence,78.0,LW,83.0,64.0,73.0,85.0,33.0,50.0,94.0,74.0,66.0,66.0,56.0,57.0,63.0,79.0,68.0,42.0,76.0,71.0,75.0,92.0,93.0,77.0,83.0,86.0,78.0,21.0,42.0,30.0,29.0,65.0,74.0,30.0,67.0
Willy Boly,78.0,CB,58.0,36.0,64.0,63.0,77.0,79.0,51.0,64.0,32.0,52.0,23.0,23.0,56.0,61.0,50.0,35.0,75.0,74.0,46.0,51.0,47.0,71.0,69.0,61.0,79.0,76.0,79.0,80.0,76.0,79.0,59.0,91.0,75.0
Aaron Cresswell,78.0,LB,64.0,60.0,75.0,75.0,77.0,68.0,68.0,61.0,54.0,71.0,66.0,48.0,59.0,68.0,83.0,76.0,77.0,69.0,80.0,67.0,76.0,78.0,77.0,76.0,73.0,77.0,68.0,78.0,79.0,86.0,73.0,61.0,73.0
Duje Caleta-Car,78.0,CB,59.0,39.0,59.0,62.0,79.0,81.0,58.0,60.0,32.0,67.0,27.0,32.0,38.0,64.0,28.0,31.0,76.0,76.0,28.0,42.0,58.0,76.0,69.0,59.0,81.0,79.0,76.0,78.0,78.0,82.0,71.0,87.0,80.0
Odriozola,78.0,RB,82.0,55.0,71.0,75.0,74.0,65.0,79.0,85.0,48.0,61.0,59.0,48.0,62.0,63.0,80.0,47.0,75.0,70.0,71.0,75.0,78.0,73.0,76.0,76.0,67.0,73.0,73.0,76.0,77.0,71.0,79.0,58.0,62.0
Francesco Caputo,78.0,ST,79.0,79.0,62.0,78.0,30.0,67.0,78.0,79.0,83.0,76.0,70.0,80.0,78.0,65.0,50.0,54.0,70.0,58.0,58.0,85.0,79.0,80.0,78.0,76.0,72.0,14.0,74.0,20.0,15.0,85.0,69.0,70.0,50.0
Melendo,78.0,CAM,80.0,64.0,79.0,79.0,47.0,58.0,81.0,79.0,65.0,66.0,63.0,63.0,50.0,83.0,74.0,50.0,84.0,78.0,81.0,86.0,88.0,72.0,80.0,78.0,70.0,50.0,45.0,45.0,40.0,60.0,62.0,53.0,63.0
Maximiliano Gomez,78.0,ST,63.0,78.0,68.0,73.0,32.0,82.0,63.0,63.0,80.0,81.0,73.0,75.0,72.0,70.0,59.0,57.0,73.0,64.0,75.0,66.0,56.0,78.0,76.0,72.0,80.0,21.0,87.0,20.0,23.0,83.0,78.0,88.0,74.0
Timothy Castagne,78.0,RB,76.0,58.0,71.0,75.0,75.0,73.0,75.0,76.0,59.0,62.0,52.0,40.0,47.0,69.0,79.0,33.0,75.0,70.0,58.0,68.0,66.0,78.0,78.0,77.0,68.0,78.0,69.0,75.0,72.0,72.0,84.0,66.0,75.0
Marc Guéhi,78.0,CB,73.0,39.0,58.0,68.0,79.0,75.0,67.0,77.0,42.0,49.0,26.0,32.0,38.0,54.0,35.0,32.0,74.0,73.0,42.0,67.0,65.0,80.0,70.0,65.0,74.0,79.0,76.0,79.0,78.0,70.0,70.0,79.0,73.0
Nahuel Molina,78.0,RWB,82.0,67.0,71.0,76.0,71.0,69.0,84.0,81.0,67.0,70.0,67.0,62.0,44.0,70.0,79.0,43.0,74.0,66.0,65.0,80.0,75.0,75.0,77.0,76.0,70.0,72.0,60.0,75.0,70.0,75.0,79.0,62.0,74.0
Raúl Ruidíaz,78.0,ST,83.0,79.0,66.0,79.0,33.0,69.0,80.0,85.0,81.0,79.0,78.0,73.0,70.0,68.0,67.0,69.0,68.0,56.0,66.0,83.0,87.0,82.0,79.0,77.0,80.0,28.0,72.0,22.0,23.0,78.0,73.0,65.0,70.0
Taras Stepanenko,78.0,CDM,65.0,63.0,71.0,69.0,77.0,78.0,68.0,63.0,56.0,75.0,70.0,56.0,52.0,67.0,63.0,45.0,80.0,76.0,60.0,63.0,73.0,78.0,73.0,64.0,81.0,76.0,74.0,76.0,75.0,71.0,79.0,76.0,84.0
Giovanni Simeone,78.0,ST,77.0,79.0,64.0,75.0,41.0,76.0,78.0,76.0,81.0,83.0,74.0,77.0,75.0,60.0,55.0,66.0,71.0,61.0,71.0,75.0,73.0,77.0,78.0,74.0,75.0,24.0,77.0,38.0,36.0,88.0,74.0,74.0,78.0
Marcos Senesi,78.0,CB,60.0,42.0,69.0,74.0,79.0,78.0,67.0,54.0,32.0,55.0,52.0,58.0,40.0,75.0,63.0,32.0,76.0,77.0,41.0,66.0,61.0,73.0,76.0,75.0,75.0,80.0,77.0,77.0,77.0,81.0,75.0,80.0,74.0
James Milner,78.0,CM,52.0,70.0,80.0,76.0,77.0,74.0,54.0,51.0,62.0,82.0,70.0,76.0,89.0,77.0,83.0,75.0,81.0,79.0,81.0,64.0,72.0,84.0,80.0,76.0,81.0,78.0,65.0,80.0,78.0,62.0,76.0,70.0,86.0
Tyrone Mings,78.0,CB,71.0,44.0,67.0,66.0,78.0,80.0,61.0,80.0,37.0,61.0,42.0,34.0,45.0,57.0,70.0,37.0,75.0,75.0,53.0,55.0,46.0,79.0,67.0,68.0,71.0,78.0,77.0,78.0,77.0,71.0,68.0,84.0,86.0
